"","Codice","Territorio","Variable","X1999","X2000","X2001","X2002","X2003","X2004","X2005","X2006","X2007","X2009","X2008","X2010"
"376","'100","Umbria","MAL",NA,NA,NA,39.6,41.2,NA,40.7,41.6,40.1,43.1,45.2,NA
"377","'110","Marche","MAL",NA,NA,NA,37.1,38.3,NA,36.6,38.9,40.9,42.6,40.3,NA
"378","'120","Lazio","MAL",NA,NA,NA,36,34.7,NA,37.1,42,35.1,39.3,38.8,NA
"379","'130","Abruzzo","MAL",NA,NA,NA,39.8,38.5,NA,40.7,37.2,39.7,41.3,38.6,NA
"380","'140","Molise","MAL",NA,NA,NA,33.5,37.5,NA,36.6,38.8,38.4,40.9,39.6,NA
"381","'150","Campania","MAL",NA,NA,NA,32,31.5,NA,31.4,32.1,36.5,32.9,34.5,NA
"382","'160","Puglia","MAL",NA,NA,NA,33.8,32.7,NA,33.9,32.9,35.5,35.7,37.1,NA
"383","'170","Basilicata","MAL",NA,NA,NA,38.7,36,NA,36.7,39.7,42.9,41.3,43.3,NA
"384","'180","Calabria","MAL",NA,NA,NA,42.5,37.4,NA,40.9,40.2,38.9,41.7,41.6,NA
"385","'190","Sicilia","MAL",NA,NA,NA,35.9,34,NA,32.4,35.9,36.8,36.7,36,NA
"386","'200","Sardegna","MAL",NA,NA,NA,39.9,37.9,NA,37.3,38.1,43.6,40.5,42,NA
"387","'001","Nord-Ovest","MAL",NA,NA,NA,35.5,36.5,NA,38.2,35.8,38.5,39.3,40,NA
"388","'002","Nord-Est","MAL",NA,NA,NA,37.5,37.9,NA,38.7,37.2,39.4,40.3,40.8,NA
"389","'003","Centro","MAL",NA,NA,NA,37.1,36.8,NA,37.3,40.1,38.9,40.4,40,NA
"390","'004","Sud","MAL",NA,NA,NA,35.1,33.6,NA,34.7,34.4,37.2,36.3,37.1,NA
"391","'005","Isole","MAL",NA,NA,NA,36.9,34.9,NA,33.6,36.4,38.5,37.6,37.5,NA
"392","'006","Italia","MAL",NA,NA,NA,36.2,35.9,NA,36.7,36.6,38.4,38.8,39.2,NA
"393","'010","Piemonte","INDFAT",NA,109751215,107049637,112256431,113025556,123870562,NA,NA,NA,NA,NA,NA
"394","'020","Valle D'Aosta","INDFAT",NA,1495757,2585435,2223099,1758459,2347257,NA,NA,NA,NA,NA,NA
"395","'030","Lombardia","INDFAT",NA,279479418,294776823,326852782,292930979,316610688,NA,NA,NA,NA,NA,NA
"396","'070","Liguria","INDFAT",NA,18931587,15776518,15038823,16379311,18758556,NA,NA,NA,NA,NA,NA
"397","'040","Trentino Alto Adige","INDFAT",NA,14869835,18655984,16169546,16814620,19596507,NA,NA,NA,NA,NA,NA
"398","'021","Bolzano - Bozen","INDFAT",NA,7010511,6138570,6914494,8345415,9333333,NA,NA,NA,NA,NA,NA
"399","'022","Trento","INDFAT",NA,7859324,12517414,9255052,8469205,10263174,NA,NA,NA,NA,NA,NA
"400","'050","Veneto","INDFAT",NA,109220123,120920376,118221682,117345287,127582500,NA,NA,NA,NA,NA,NA
"401","'060","Friuli Venezia Giulia","INDFAT",NA,29138945,23641051,25246402,27008380,28843177,NA,NA,NA,NA,NA,NA
"402","'080","Emilia Romagna","INDFAT",NA,99789135,106678765,111193714,115287598,134574197,NA,NA,NA,NA,NA,NA
"403","'090","Toscana","INDFAT",NA,59738908,60232385,66618414,66459325,69102606,NA,NA,NA,NA,NA,NA
"404","'100","Umbria","INDFAT",NA,11146571,16003403,13936371,14630327,13811414,NA,NA,NA,NA,NA,NA
"405","'110","Marche","INDFAT",NA,26552536,28271266,31419138,30153549,34221165,NA,NA,NA,NA,NA,NA
"406","'120","Lazio","INDFAT",NA,124540612,95788610,95108874,71168427,141430537,NA,NA,NA,NA,NA,NA
"407","'130","Abruzzo","INDFAT",NA,17543920,20197978,18101525,48621771,21879708,NA,NA,NA,NA,NA,NA
"408","'140","Molise","INDFAT",NA,3930675,2470848,2571559,2626042,3346396,NA,NA,NA,NA,NA,NA
"409","'150","Campania","INDFAT",NA,38622838,37228257,40077056,40623338,38595590,NA,NA,NA,NA,NA,NA
"410","'160","Puglia","INDFAT",NA,27725347,28077645,33407834,29951079,33986108,NA,NA,NA,NA,NA,NA
"411","'170","Basilicata","INDFAT",NA,6348048,0,6308533,5981768,6517086,NA,NA,NA,NA,NA,NA
"412","'180","Calabria","INDFAT",NA,4017379,5525898,5684671,7036222,7167282,NA,NA,NA,NA,NA,NA
"413","'190","Sicilia","INDFAT",NA,24721540,56066595,36352397,29130155,27599225,NA,NA,NA,NA,NA,NA
"414","'200","Sardegna","INDFAT",NA,8928882,8586449,8950964,9585811,11614370,NA,NA,NA,NA,NA,NA
"415","'001","Nord-Ovest","INDFAT",NA,409657977,420188413,456371135,424094305,461587063,NA,NA,NA,NA,NA,NA
"416","'002","Nord-Est","INDFAT",NA,253018038,269896176,270831344,276455885,310596381,NA,NA,NA,NA,NA,NA
"417","'003","Centro","INDFAT",NA,221978627,200295664,207082797,182411628,258565722,NA,NA,NA,NA,NA,NA
"418","'004","Sud","INDFAT",NA,98188207,93500626,106151178,134840220,111492170,NA,NA,NA,NA,NA,NA
"419","'005","Isole","INDFAT",NA,33650422,64653044,45303361,38715966,39213595,NA,NA,NA,NA,NA,NA
"420","'006","Italia","INDFAT",NA,1016493271,1048533923,1085739815,1056518004,1181454931,NA,NA,NA,NA,NA,NA
"421","'010","Piemonte","INDVAG",NA,28314401,27472941,26697539,26898620,27498149,NA,NA,NA,NA,NA,NA
"422","'020","Valle D'Aosta","INDVAG",NA,563173,842820,440346,596546,692087,NA,NA,NA,NA,NA,NA
"423","'030","Lombardia","INDVAG",NA,75296310,75480781,77610931,76583172,77191211,NA,NA,NA,NA,NA,NA
"424","'070","Liguria","INDVAG",NA,5050048,4995534,4497432,4962948,5686734,NA,NA,NA,NA,NA,NA
"425","'040","Trentino Alto Adige","INDVAG",NA,5021121,5059333,5169250,5212711,5503846,NA,NA,NA,NA,NA,NA
"426","'021","Bolzano - Bozen","INDVAG",NA,2314091,2266265,2413407,2676948,2684452,NA,NA,NA,NA,NA,NA
"427","'022","Trento","INDVAG",NA,2707030,2793068,2755843,2535763,2819394,NA,NA,NA,NA,NA,NA
"428","'050","Veneto","INDVAG",NA,31928921,33511305,34069890,32158020,33718789,NA,NA,NA,NA,NA,NA
"429","'060","Friuli Venezia Giulia","INDVAG",NA,7388525,6697818,6767248,7075091,7741826,NA,NA,NA,NA,NA,NA
"430","'080","Emilia Romagna","INDVAG",NA,29811015,30145548,30249987,30589660,32242860,NA,NA,NA,NA,NA,NA
"431","'090","Toscana","INDVAG",NA,17391952,17801366,18382515,18261033,18257904,NA,NA,NA,NA,NA,NA
"432","'100","Umbria","INDVAG",NA,3860012,4421175,3924178,4066224,3917056,NA,NA,NA,NA,NA,NA
"433","'110","Marche","INDVAG",NA,7947841,8014105,8352400,8352262,8992376,NA,NA,NA,NA,NA,NA
"434","'120","Lazio","INDVAG",NA,16041000,14469806,18730851,13787795,17230981,NA,NA,NA,NA,NA,NA
"435","'130","Abruzzo","INDVAG",NA,5578719,5413791,5042543,5971799,6053803,NA,NA,NA,NA,NA,NA
"436","'140","Molise","INDVAG",NA,743472,805964,1066228,884650,943952,NA,NA,NA,NA,NA,NA
"437","'150","Campania","INDVAG",NA,10204306,10268489,10827333,9660680,10889227,NA,NA,NA,NA,NA,NA
"438","'160","Puglia","INDVAG",NA,8213982,8671585,8319409,8610823,9903578,NA,NA,NA,NA,NA,NA
"439","'170","Basilicata","INDVAG",NA,1934874,0,1441515,1760708,1598868,NA,NA,NA,NA,NA,NA
"440","'180","Calabria","INDVAG",NA,2007363,2094042,2382383,2502177,2989012,NA,NA,NA,NA,NA,NA
"441","'190","Sicilia","INDVAG",NA,6579496,6551473,6132221,7274586,5490167,NA,NA,NA,NA,NA,NA
"442","'200","Sardegna","INDVAG",NA,3281023,3255101,3308361,3056365,3792464,NA,NA,NA,NA,NA,NA
"443","'001","Nord-Ovest","INDVAG",NA,109223932,108792076,109246248,109041286,111068181,NA,NA,NA,NA,NA,NA
"444","'002","Nord-Est","INDVAG",NA,74149582,75414004,76256375,75035482,79207321,NA,NA,NA,NA,NA,NA
"445","'003","Centro","INDVAG",NA,45240805,44706452,49389944,44467314,48398317,NA,NA,NA,NA,NA,NA
"446","'004","Sud","INDVAG",NA,28682716,27253871,29079411,29390837,32378440,NA,NA,NA,NA,NA,NA
"447","'005","Isole","INDVAG",NA,9860519,9806574,9440582,10330951,9282631,NA,NA,NA,NA,NA,NA
"448","'006","Italia","INDVAG",NA,267157554,265972977,273412560,268265870,280334890,NA,NA,NA,NA,NA,NA
"449","'010","Piemonte","INDCOS",NA,16005913,15807518,15965073,16461845,17026580,NA,NA,NA,NA,NA,NA
"450","'020","Valle D'Aosta","INDCOS",NA,287486,316086,291708,295254,333321,NA,NA,NA,NA,NA,NA
"451","'030","Lombardia","INDCOS",NA,38834742,39597496,40476879,42592195,43505606,NA,NA,NA,NA,NA,NA
"452","'070","Liguria","INDCOS",NA,2905510,2811070,2628230,2997483,3035787,NA,NA,NA,NA,NA,NA
"453","'040","Trentino Alto Adige","INDCOS",NA,2539772,2550935,2539651,2783921,2986106,NA,NA,NA,NA,NA,NA
"454","'021","Bolzano - Bozen","INDCOS",NA,1154018,1187223,1191691,1430929,1475208,NA,NA,NA,NA,NA,NA
"455","'022","Trento","INDCOS",NA,1385754,1363712,1347960,1352992,1510898,NA,NA,NA,NA,NA,NA
"456","'050","Veneto","INDCOS",NA,16704630,17199955,17765585,18609605,18961326,NA,NA,NA,NA,NA,NA
"457","'060","Friuli Venezia Giulia","INDCOS",NA,3920180,3805190,3739814,4294436,4476285,NA,NA,NA,NA,NA,NA
"458","'080","Emilia Romagna","INDCOS",NA,15663392,15560504,16596762,17124839,18048846,NA,NA,NA,NA,NA,NA
"459","'090","Toscana","INDCOS",NA,9224405,8868540,9288248,9827166,9852637,NA,NA,NA,NA,NA,NA
"460","'100","Umbria","INDCOS",NA,1980718,2034408,2003819,2129280,2132536,NA,NA,NA,NA,NA,NA
"461","'110","Marche","INDCOS",NA,4281125,4327373,4511327,4739631,5170218,NA,NA,NA,NA,NA,NA
"462","'120","Lazio","INDCOS",NA,8609159,8709925,10448412,8903471,9659766,NA,NA,NA,NA,NA,NA
"463","'130","Abruzzo","INDCOS",NA,2731263,2915312,2844222,3170797,3387206,NA,NA,NA,NA,NA,NA
"464","'140","Molise","INDCOS",NA,460103,499363,452549,438957,531603,NA,NA,NA,NA,NA,NA
"465","'150","Campania","INDCOS",NA,6448523,5454808,6466455,6105709,6662399,NA,NA,NA,NA,NA,NA
"466","'160","Puglia","INDCOS",NA,4552986,4724997,4887550,5046582,5442172,NA,NA,NA,NA,NA,NA
"467","'170","Basilicata","INDCOS",NA,862697,0,813317,941117,1092671,NA,NA,NA,NA,NA,NA
"468","'180","Calabria","INDCOS",NA,992743,1039635,1031190,1270912,1405086,NA,NA,NA,NA,NA,NA
"469","'190","Sicilia","INDCOS",NA,3448021,3427585,3489222,3662141,2651407,NA,NA,NA,NA,NA,NA
"470","'200","Sardegna","INDCOS",NA,1675917,1678183,1758424,1765398,2035037,NA,NA,NA,NA,NA,NA
"471","'001","Nord-Ovest","INDCOS",NA,58033651,58532170,59361890,62346777,63901294,NA,NA,NA,NA,NA,NA
"472","'002","Nord-Est","INDCOS",NA,38827974,39116584,40641812,42812801,44472563,NA,NA,NA,NA,NA,NA
"473","'003","Centro","INDCOS",NA,24095407,23940246,26251806,25599548,26815157,NA,NA,NA,NA,NA,NA
"474","'004","Sud","INDCOS",NA,16048315,14634115,16495283,16974074,18521137,NA,NA,NA,NA,NA,NA
"475","'005","Isole","INDCOS",NA,5123938,5105768,5247646,5427539,4686444,NA,NA,NA,NA,NA,NA
"476","'006","Italia","INDCOS",NA,142129285,141328883,147998437,153160739,158396595,NA,NA,NA,NA,NA,NA
"477","'010","Piemonte","INDINV",NA,5466949,5483658,4924028,4493225,4496309,NA,NA,NA,NA,NA,NA
"478","'020","Valle D'Aosta","INDINV",NA,87568,170413,111842,78323,133135,NA,NA,NA,NA,NA,NA
"479","'030","Lombardia","INDINV",NA,12163105,14011172,11640586,12496895,10552947,NA,NA,NA,NA,NA,NA
"480","'070","Liguria","INDINV",NA,775961,941990,587803,646513,580339,NA,NA,NA,NA,NA,NA
"481","'040","Trentino Alto Adige","INDINV",NA,1030867,1082479,1378270,1492540,923696,NA,NA,NA,NA,NA,NA
"482","'021","Bolzano - Bozen","INDINV",NA,474246,484458,733922,943698,411991,NA,NA,NA,NA,NA,NA
"483","'022","Trento","INDINV",NA,556621,598021,644348,548842,511705,NA,NA,NA,NA,NA,NA
"484","'050","Veneto","INDINV",NA,5459765,5297846,6190616,5131680,4750880,NA,NA,NA,NA,NA,NA
"485","'060","Friuli Venezia Giulia","INDINV",NA,1315322,1046094,1483686,1388431,1055421,NA,NA,NA,NA,NA,NA
"486","'080","Emilia Romagna","INDINV",NA,5092639,5643904,5587422,5114165,5318655,NA,NA,NA,NA,NA,NA
"487","'090","Toscana","INDINV",NA,3069064,2560676,3216195,2631059,2231088,NA,NA,NA,NA,NA,NA
"488","'100","Umbria","INDINV",NA,615975,661219,819544,770876,715411,NA,NA,NA,NA,NA,NA
"489","'110","Marche","INDINV",NA,1358836,1542036,1364251,1258780,1377645,NA,NA,NA,NA,NA,NA
"490","'120","Lazio","INDINV",NA,5300942,3022552,3023412,2620710,4079650,NA,NA,NA,NA,NA,NA
"491","'130","Abruzzo","INDINV",NA,1122324,1442398,955243,1528917,1471903,NA,NA,NA,NA,NA,NA
"492","'140","Molise","INDINV",NA,201645,195033,139859,134821,117227,NA,NA,NA,NA,NA,NA
"493","'150","Campania","INDINV",NA,2433315,2939571,1750285,1942801,2556454,NA,NA,NA,NA,NA,NA
"494","'160","Puglia","INDINV",NA,2030672,2161919,1804679,1639760,2257855,NA,NA,NA,NA,NA,NA
"495","'170","Basilicata","INDINV",NA,499665,0,481285,671830,509872,NA,NA,NA,NA,NA,NA
"496","'180","Calabria","INDINV",NA,408492,666844,534695,477583,457372,NA,NA,NA,NA,NA,NA
"497","'190","Sicilia","INDINV",NA,2015278,2076172,2142155,1757330,1366270,NA,NA,NA,NA,NA,NA
"498","'200","Sardegna","INDINV",NA,508265,1215426,548447,1050421,770833,NA,NA,NA,NA,NA,NA
"499","'001","Nord-Ovest","INDINV",NA,18493583,20607233,17264259,17714956,15762730,NA,NA,NA,NA,NA,NA
"500","'002","Nord-Est","INDINV",NA,12898593,13070323,14639994,13126816,12048652,NA,NA,NA,NA,NA,NA
"501","'003","Centro","INDINV",NA,10344817,7786483,8423402,7281425,8403794,NA,NA,NA,NA,NA,NA
"502","'004","Sud","INDINV",NA,6696113,7405765,5666046,6395712,7370683,NA,NA,NA,NA,NA,NA
"503","'005","Isole","INDINV",NA,2523543,3291598,2690602,2807751,2137103,NA,NA,NA,NA,NA,NA
"504","'006","Italia","INDINV",NA,50956649,52161402,48684303,47326660,45722962,NA,NA,NA,NA,NA,NA
"505","'010","Piemonte","IND",326506,324598,329250,329992,328826,330785,NA,337324,343130,NA,NA,NA
"506","'020","Valle D'Aosta","IND",10993,11092,11302,11372,11396,11496,NA,11831,12052,NA,NA,NA
"507","'030","Lombardia","IND",729483,743255,760939,768945,770863,781771,NA,806694,817508,NA,NA,NA
"508","'070","Liguria","IND",125438,126036,127030,127496,126685,127030,NA,130216,132212,NA,NA,NA
"509","'040","Trentino Alto Adige","IND",72796,74827,76499,77727,78555,79371,NA,81753,82771,NA,NA,NA
"510","'021","Bolzano - Bozen","IND",37952,38813,39622,40342,40738,40928,NA,41984,42379,NA,NA,NA
"511","'022","Trento","IND",34844,36014,36877,37385,37817,38443,NA,39769,40392,NA,NA,NA
"512","'050","Veneto","IND",359068,367675,376478,381549,384443,388136,NA,398816,405287,NA,NA,NA
"513","'060","Friuli Venezia Giulia","IND",83105,84753,86236,86873,86604,86998,NA,88416,89162,NA,NA,NA
"514","'080","Emilia Romagna","IND",346290,356531,363127,365624,367112,371442,NA,382215,386906,NA,NA,NA
"515","'090","Toscana","IND",304414,312878,318308,320360,320329,322393,NA,329754,337002,NA,NA,NA
"516","'100","Umbria","IND",63038,64784,65613,65920,66032,66637,NA,68936,70270,NA,NA,NA
"517","'110","Marche","IND",118054,121774,123994,124997,125838,127173,NA,131278,133832,NA,NA,NA
"518","'120","Lazio","IND",357434,368199,376844,381565,382525,389872,NA,409346,416118,NA,NA,NA
"519","'130","Abruzzo","IND",88713,90834,91998,92332,93173,94337,NA,98397,100732,NA,NA,NA
"520","'140","Molise","IND",19241,19621,19884,19918,19879,20130,NA,20909,21252,NA,NA,NA
"521","'150","Campania","IND",304161,311774,320620,326304,326888,329136,NA,340714,346236,NA,NA,NA
"522","'160","Puglia","IND",224281,228683,233694,235957,236830,238716,NA,245840,250143,NA,NA,NA
"523","'170","Basilicata","IND",33194,33428,34205,34405,34493,34759,NA,35465,35750,NA,NA,NA
"524","'180","Calabria","IND",101978,103849,107103,109032,109050,109439,NA,112065,112171,NA,NA,NA
"525","'190","Sicilia","IND",248973,256047,261856,263346,263577,264379,NA,272561,273780,NA,NA,NA
"526","'200","Sardegna","IND",95478,97277,99602,101055,102287,103875,NA,107478,108878,NA,NA,NA
"527","'001","Nord-Ovest","IND",1192420,1204981,1228521,1237805,1237770,1251082,NA,1286065,1304902,NA,NA,NA
"528","'002","Nord-Est","IND",861259,883786,902340,911773,916714,925947,NA,951200,964126,NA,NA,NA
"529","'003","Centro","IND",842940,867635,884759,892842,894724,906075,NA,939314,957222,NA,NA,NA
"530","'004","Sud","IND",771568,788189,807504,817948,820313,826517,NA,853390,866284,NA,NA,NA
"531","'005","Isole","IND",344451,353324,361458,364401,365864,368254,NA,380039,382658,NA,NA,NA
"532","'006","Italia","IND",4012638,4097915,4184582,4224769,4235385,4277875,NA,4410008,4475192,NA,NA,NA
"533","'010","Piemonte","MORTSTRA",3.899408284,3.877013536,3.320946145,3.284428143,3.531748495,3.182665724,2.994843316,2.716696927,2.677047053,NA,2.5243309,NA
"534","'020","Valle D'Aosta","MORTSTRA",2.808988764,4.838709677,3.579418345,4.635761589,3.87409201,4.066985646,3.430079156,1.526717557,2.747252747,NA,3.322259136,NA
"535","'030","Lombardia","MORTSTRA",2.182818587,2.075362319,1.984427882,1.926921368,1.911899963,1.774734201,1.759763364,1.899378425,1.732008593,NA,1.625744137,NA
"536","'070","Liguria","MORTSTRA",1.432344575,1.534170153,1.663141704,1.449549976,1.307254765,1.285611437,1.113698491,1.170054536,0.91118454,NA,0.922783199,NA
"537","'040","Trentino Alto Adige","MORTSTRA",3.338391502,3.131991051,3.47826087,3.142928411,3.639417693,3.641703377,3.358208955,2.805970149,2.784891165,NA,2.39109073,NA
"538","'021","Bolzano - Bozen","MORTSTRA",3.872679045,4.170616114,4.564705882,4.263959391,3.802497162,3.909952607,4.761904762,3.210048849,4.440789474,NA,3.180473373,NA
"539","'022","Trento","MORTSTRA",2.85161914,1.986408782,2.394366197,2.059833252,3.480662983,3.377984857,2.200104767,2.503912363,1.729559748,NA,1.76366843,NA
"540","'050","Veneto","MORTSTRA",4.31038875,3.449738442,3.180357962,3.133285129,3.700619372,2.931992591,3.019915116,2.871086652,2.927413211,NA,2.73530817,NA
"541","'060","Friuli Venezia Giulia","MORTSTRA",3.297840875,3.240661777,3.493670886,3.441261231,3.343519684,2.885159344,3.33000997,2.803553801,2.469135802,NA,2.305596311,NA
"542","'080","Emilia Romagna","MORTSTRA",3.129335594,2.954380883,2.960993554,2.893077149,2.857790882,2.629952885,2.618556701,2.250521921,2.301291497,NA,2.405261221,NA
"543","'090","Toscana","MORTSTRA",2.20477522,2.119567738,2.232122967,2.189748201,1.903675761,1.877092864,1.712960772,1.694996639,1.593349498,NA,1.57421688,NA
"544","'100","Umbria","MORTSTRA",3.352847259,3.842364532,2.798373595,2.721088435,3.289303289,2.794947595,2.771362587,2.792516057,2.574867058,NA,2.475845411,NA
"545","'110","Marche","MORTSTRA",2.805402998,2.212647025,2.741702742,2.426846261,2.296252231,2.435171778,2.079578539,2.25682988,2.056231641,NA,1.907790143,NA
"546","'120","Lazio","MORTSTRA",2.34019086,2.244145365,2.213541667,2.364211367,1.855512338,1.975181286,1.821080385,1.834481879,1.770773832,NA,1.777537408,NA
"547","'130","Abruzzo","MORTSTRA",3.446115288,3.59052712,3.013993541,3.366696997,2.913356035,2.833031947,2.783547985,3.536977492,2.798024924,NA,2.411454408,NA
"548","'140","Molise","MORTSTRA",2.673492605,3.109656301,3.581800581,3.420752566,5.652759085,4.225352113,5.253623188,5.745062837,3.90625,NA,4.679376083,NA
"549","'150","Campania","MORTSTRA",4.185051477,3.425979541,3.462993501,2.787769784,3.407693659,3.992172211,3.197775461,2.95404814,2.837382515,NA,2.853673345,NA
"550","'160","Puglia","MORTSTRA",7.247627265,4.325965278,4.129424383,3.878787879,4.025750295,4.322629679,3.80952381,3.531036864,3.108016304,NA,2.935795077,NA
"551","'170","Basilicata","MORTSTRA",3.307276007,5.863453815,6.476399561,7.516339869,5.518018018,4.790419162,6.411698538,6.406080347,4.111111111,NA,3.668763103,NA
"552","'180","Calabria","MORTSTRA",4.21079173,4.035771612,3.942570647,3.570669501,3.416289593,3.923019985,4.15710278,4.977132096,3.630175837,NA,3.577817531,NA
"553","'190","Sicilia","MORTSTRA",2.255911795,2.116470817,2.37182403,2.473900664,2.373364074,2.74379208,2.77546489,2.696613392,2.511818246,NA,2.537115773,NA
"554","'200","Sardegna","MORTSTRA",3.897628551,3.784980874,4.204680682,3.67591898,3.534940744,3.192307692,3.261937512,3.57568534,3.347467083,NA,2.835753176,NA
"555","'001","Nord-Ovest","MORTSTRA",2.467694224,2.395956664,2.229062084,2.17522222,2.180408521,2.01827209,1.939308124,1.964430525,1.818260096,NA,1.713853001,NA
"556","'002","Nord-Est","MORTSTRA",3.576060116,3.174116645,3.131573191,3.052222702,3.253530893,2.82632671,2.883016801,2.572347267,2.580749224,NA,2.513387459,NA
"557","'003","Centro","MORTSTRA",2.428720167,2.297717449,2.320277786,2.336497031,2.011139545,2.043372022,1.865648476,1.893317332,1.792658011,NA,1.76680935,NA
"558","'004","Sud","MORTSTRA",4.458624949,3.900870568,3.760141305,3.468708947,3.638302915,3.935341095,3.581518272,3.622227022,3.070243449,NA,2.961226441,NA
"559","'005","Isole","MORTSTRA",2.643391521,2.523318606,2.824139788,2.777120689,2.66279721,2.866459791,2.902415261,2.926651765,2.712554948,NA,2.607304719,NA
"560","'006","Italia","MORTSTRA",2.963934659,2.752332915,2.697073356,2.629972645,2.601567362,2.514271633,2.424055564,2.380692412,2.222453231,NA,2.157898823,NA
"561","'010","Piemonte","SCH",NA,61.3823,72.6219,71.0696,66.7461,68.3461,NA,NA,NA,NA,NA,NA
"562","'020","Valle D'Aosta","SCH",NA,69.4574,103.9,86.1199,93.4783,77.4924,NA,NA,NA,NA,NA,NA
"563","'030","Lombardia","SCH",NA,58.8249,65.484,66.857,68.7396,70.1039,NA,NA,NA,NA,NA,NA
"564","'070","Liguria","SCH",NA,68.7642,72.2749,71.3888,73.6346,75.3074,NA,NA,NA,NA,NA,NA
"565","'040","Trentino Alto Adige","SCH",NA,54.2672,64.9968,63.2538,61.8277,61.9309,NA,NA,NA,NA,NA,NA
"566","'021","Bolzano - Bozen","SCH",NA,NA,NA,NA,NA,43.2192,NA,NA,NA,NA,NA,NA
"567","'022","Trento","SCH",NA,NA,NA,NA,NA,79.5675,NA,NA,NA,NA,NA,NA
"568","'050","Veneto","SCH",NA,57.6499,66.6215,68.9531,69.1135,67.69,NA,NA,NA,NA,NA,NA
"569","'060","Friuli Venezia Giulia","SCH",NA,63.5205,72.0882,76.8651,69.2182,70.0771,NA,NA,NA,NA,NA,NA
"570","'080","Emilia Romagna","SCH",NA,60.4523,65.9882,69.5733,75.3866,74.3983,NA,NA,NA,NA,NA,NA
"571","'090","Toscana","SCH",NA,64.9974,70.6747,72.3516,72.0632,70.7656,NA,NA,NA,NA,NA,NA
"572","'100","Umbria","SCH",NA,62.5787,67.4956,72.2711,68.5726,72.3507,NA,NA,NA,NA,NA,NA
"573","'110","Marche","SCH",NA,64.4882,69.5882,72.4727,67.2956,70.9783,NA,NA,NA,NA,NA,NA
"574","'120","Lazio","SCH",NA,67.5268,78.4607,80.6793,82.3926,72.6698,NA,NA,NA,NA,NA,NA
"575","'130","Abruzzo","SCH",NA,71.8298,80.142,90.1515,87.3199,76.0624,NA,NA,NA,NA,NA,NA
"576","'140","Molise","SCH",NA,69.7807,81.2006,85.4718,89.0781,86.6283,NA,NA,NA,NA,NA,NA
"577","'150","Campania","SCH",NA,66.2873,65.2542,74.4286,73.215,69.3171,NA,NA,NA,NA,NA,NA
"578","'160","Puglia","SCH",NA,59.823,65.081,67.0868,66.9668,71.7028,NA,NA,NA,NA,NA,NA
"579","'170","Basilicata","SCH",NA,57.3422,64.8736,71.3445,71.6286,70.1958,NA,NA,NA,NA,NA,NA
"580","'180","Calabria","SCH",NA,70.0192,74.7513,78.5219,80.2064,80.1602,NA,NA,NA,NA,NA,NA
"581","'190","Sicilia","SCH",NA,58.6826,65.0305,70.2966,72.4493,65.8893,NA,NA,NA,NA,NA,NA
"582","'200","Sardegna","SCH",NA,61.2686,66.5185,66.8053,59.1473,67.2643,NA,NA,NA,NA,NA,NA
"583","'001","Nord-Ovest","SCH",NA,60.6029,68.3984,68.6111,68.8044,70.1445,NA,NA,NA,NA,NA,NA
"584","'002","Nord-Est","SCH",NA,59.0204,66.8567,69.5604,70.7238,69.8156,NA,NA,NA,NA,NA,NA
"585","'003","Centro","SCH",NA,66.0561,74.3723,76.7563,76.607,71.9525,NA,NA,NA,NA,NA,NA
"586","'004","Sud","SCH",NA,65.1953,68.345,74.5308,74.117,72.5778,NA,NA,NA,NA,NA,NA
"587","'005","Isole","SCH",NA,59.3219,65.3885,69.4381,69.1783,66.1666,NA,NA,NA,NA,NA,NA
"588","'006","Italia","SCH",NA,62.6437,68.906,72.2618,72.2943,70.6778,NA,NA,NA,NA,NA,NA
"589","'010","Piemonte","UNI",NA,30.2215,29.3602,33.0615,33.556,34.1605,NA,NA,NA,NA,NA,NA
"590","'020","Valle D'Aosta","UNI",NA,29.5048,31.4513,33.8702,35.9194,36.2498,NA,NA,NA,NA,NA,NA
"591","'030","Lombardia","UNI",NA,28.1949,30.3509,31.1378,32.2983,32.0405,NA,NA,NA,NA,NA,NA
"592","'070","Liguria","UNI",NA,39.7357,41.3762,43.4392,44.0441,44.5813,NA,NA,NA,NA,NA,NA
"593","'040","Trentino Alto Adige","UNI",NA,23.1924,24.9471,25.328,25.848,26.6721,NA,NA,NA,NA,NA,NA
"594","'021","Bolzano - Bozen","UNI",NA,NA,NA,NA,NA,15.2222,NA,NA,NA,NA,NA,NA
"595","'022","Trento","UNI",NA,NA,NA,NA,NA,39.0456,NA,NA,NA,NA,NA,NA
"596","'050","Veneto","UNI",NA,29.5029,31.5053,32.8191,33.5231,34.0507,NA,NA,NA,NA,NA,NA
"597","'060","Friuli Venezia Giulia","UNI",NA,36.9718,39.4304,42.0955,41.6297,41.9455,NA,NA,NA,NA,NA,NA
"598","'080","Emilia Romagna","UNI",NA,32.4912,34.4254,35.8985,37.1864,37.458,NA,NA,NA,NA,NA,NA
"599","'090","Toscana","UNI",NA,36.6093,39.1818,42.4539,43.1359,42.6505,NA,NA,NA,NA,NA,NA
"600","'100","Umbria","UNI",NA,37.5872,39.0658,42.6735,43.996,44.7497,NA,NA,NA,NA,NA,NA
"601","'110","Marche","UNI",NA,37.6004,39.9767,41.7535,41.5334,42.0932,NA,NA,NA,NA,NA,NA
